Age,DailyRate,DistanceFromHome,Education,JobLevel,JobSatisfaction,MonthlyIncome,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,BusinessTravel,Department,EducationField,Gender,JobRole,MaritalStatus,OverTime,Attrition
39,170,3,2,2,3,3069,3,10,8,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,No,No
40,884,15,3,3,3,10435,3,18,15,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,No,No
35,208,8,4,2,3,4148,3,14,11,Non-Travel,Research & Development,Life Sciences,Female,Healthcare Representative,Married,No,No
37,671,19,3,2,3,5768,2,4,3,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,No,No
39,711,4,3,2,3,5042,1,9,2,Travel_Frequently,Research & Development,Medical,Female,Manufacturing Director,Single,No,No
45,1329,2,2,2,4,5770,3,10,7,Travel_Rarely,Research & Development,Other,Female,Manufacturing Director,Divorced,No,No
38,397,2,2,3,3,7756,4,5,4,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Married,Yes,No
35,737,10,3,3,1,10306,3,13,12,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,No,Yes
37,1470,10,3,1,2,3936,1,8,4,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,No,No
40,448,16,3,3,4,7945,2,4,2,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Single,Yes,No
44,602,1,5,2,4,5743,3,10,7,Travel_Frequently,Human Resources,Human Resources,Male,Human Resources,Married,Yes,No
48,365,4,5,4,4,15202,3,2,2,Travel_Frequently,Research & Development,Medical,Male,Manager,Married,No,No
35,763,15,2,2,4,5440,2,2,2,Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,Yes,Yes
24,567,2,1,1,4,3760,3,6,3,Travel_Frequently,Research & Development,Technical Degree,Female,Research Scientist,Single,Yes,No
27,486,8,3,1,3,3517,3,3,2,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,No,No
27,591,2,3,1,4,2580,2,4,2,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Single,No,No
40,1329,7,3,1,1,2166,1,4,2,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,Yes,Yes
29,469,10,3,2,3,5869,3,5,2,Travel_Rarely,Sales,Medical,Male,Sales Executive,Single,No,No
36,711,5,4,3,1,8008,3,3,2,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married,No,No
25,772,2,1,2,3,5206,3,7,7,Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced,No,No
39,492,12,3,2,2,5295,3,5,4,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,No,No
49,301,22,4,4,2,16413,3,4,2,Travel_Rarely,Research & Development,Other,Female,Research Director,Married,No,No
50,813,17,5,3,1,13269,3,14,11,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Divorced,No,No
20,1141,2,3,1,3,2783,3,2,2,Travel_Rarely,Sales,Medical,Female,Sales Representative,Single,No,No
34,1130,3,3,2,2,5433,3,11,8,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Divorced,No,No
36,311,7,3,1,2,2013,3,4,3,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,No,No
49,465,6,1,4,3,13966,3,15,11,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married,Yes,No
36,894,1,4,2,3,4374,3,3,2,Non-Travel,Research & Development,Medical,Female,Manufacturing Director,Married,No,No
36,1040,3,2,2,1,6842,3,5,4,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,No,No
54,584,22,5,4,3,17426,3,10,8,Travel_Rarely,Research & Development,Medical,Female,Manager,Married,No,No
43,1291,15,2,4,3,17603,3,14,10,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,No,No
35,880,12,4,2,4,4581,4,11,9,Travel_Frequently,Sales,Other,Male,Sales Executive,Single,Yes,Yes
38,1189,1,3,2,4,4735,4,13,11,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Married,No,No
29,991,5,3,2,2,4187,2,10,0,Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,Yes,No
33,392,2,4,2,4,5505,3,6,2,Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,No,No
32,977,2,3,2,2,5470,2,9,5,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Divorced,No,No
31,1112,5,4,2,4,5476,3,10,0,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,No,No
49,464,16,3,1,1,2587,2,2,2,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Divorced,Yes,No
38,148,2,3,1,2,2440,3,4,3,Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Single,No,No
47,1225,2,4,4,2,15972,3,3,2,Travel_Rarely,Sales,Life Sciences,Female,Manager,Divorced,No,No
49,809,1,3,4,3,15379,3,8,7,Travel_Rarely,Research & Development,Life Sciences,Male,Manager,Single,No,No
41,1206,23,2,3,3,7082,3,2,0,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,Yes,No
20,727,9,1,1,1,2728,3,2,2,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Single,No,No
33,530,16,3,2,4,5368,3,6,5,Non-Travel,Sales,Life Sciences,Female,Sales Executive,Divorced,Yes,No
36,1351,26,4,2,3,5347,2,3,2,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,No,No
44,528,1,3,1,4,3195,3,2,2,Travel_Rarely,Human Resources,Life Sciences,Female,Human Resources,Divorced,Yes,No
23,1320,8,1,1,3,3989,3,5,4,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,Yes,Yes
38,1495,4,2,1,3,3306,2,0,0,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,No,No
53,1395,24,4,3,4,7005,3,4,3,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,No,No
48,708,7,2,1,3,2655,3,9,7,Travel_Frequently,Sales,Medical,Female,Sales Representative,Married,Yes,Yes
32,1259,2,4,1,2,1393,3,1,0,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,No,Yes
26,786,7,3,1,4,2570,3,7,7,Non-Travel,Research & Development,Medical,Male,Laboratory Technician,Single,No,No
55,1441,22,3,1,2,3537,3,4,2,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Divorced,No,No
34,1157,5,2,2,4,3986,4,15,10,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,No,No
60,370,1,4,3,4,10883,4,1,0,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Divorced,No,No
33,267,21,3,1,2,2028,3,14,11,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,No,No
37,1278,1,4,2,4,9525,2,6,3,Travel_Frequently,Sales,Medical,Male,Sales Executive,Divorced,No,No
34,678,19,3,1,4,2929,3,10,9,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,No,No
23,427,7,3,1,4,2275,3,3,2,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Divorced,Yes,Yes
44,921,2,3,3,4,7879,3,8,7,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married,Yes,No
35,146,2,4,1,4,4930,4,5,4,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Single,Yes,No
43,1179,2,3,2,4,7847,3,10,9,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,Yes,No
24,581,9,3,1,3,4401,3,5,3,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,No,No
41,918,6,3,3,3,9241,3,10,8,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,No,No
29,1082,9,4,1,3,2974,3,5,3,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,No,No
36,530,2,4,2,4,4502,2,13,7,Travel_Rarely,Sales,Life Sciences,Female,Sales Representative,Single,No,No
45,1238,1,1,3,3,10748,2,23,15,Non-Travel,Research & Development,Life Sciences,Male,Healthcare Representative,Married,No,No
24,240,22,1,1,3,1555,3,1,0,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Married,No,Yes
47,1093,9,3,4,3,12936,1,23,5,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Married,No,Yes
26,390,17,4,1,3,2305,4,3,2,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,No,No
45,1005,28,2,4,2,16704,3,21,6,Travel_Rarely,Research & Development,Technical Degree,Female,Research Director,Single,No,No
32,585,10,3,1,3,3433,2,5,2,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Married,No,No
31,741,2,4,1,3,3477,4,5,2,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,No
41,552,4,3,2,2,6430,3,3,2,Non-Travel,Human Resources,Human Resources,Male,Human Resources,Married,No,No
40,369,8,2,2,1,6516,3,1,0,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,Yes,No
24,506,29,1,1,1,3907,4,6,2,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,No,No
46,717,13,4,2,2,5562,3,10,7,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single,No,No
35,1370,27,4,2,3,6883,3,7,7,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,No,No
30,793,16,1,1,4,2862,2,10,0,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,No,No
47,543,2,4,2,2,4978,1,1,0,Non-Travel,Sales,Marketing,Male,Sales Executive,Married,No,No
46,1277,2,3,3,4,10368,2,10,6,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,Yes,No
36,1456,13,5,2,1,6134,3,2,2,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,Yes,Yes
32,964,1,2,2,2,6735,3,0,0,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,No,Yes
23,160,4,1,1,2,3295,1,3,2,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Single,No,No
31,163,24,1,2,4,5238,2,5,4,Travel_Frequently,Research & Development,Technical Degree,Female,Manufacturing Director,Single,No,No
39,792,1,3,2,4,6472,3,9,8,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Yes,No
32,371,19,3,3,3,9610,1,4,3,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,No,No
40,611,7,4,5,2,19833,2,21,8,Travel_Rarely,Sales,Medical,Male,Manager,Single,No,No
45,176,4,3,3,3,9756,4,5,0,Travel_Rarely,Human Resources,Life Sciences,Female,Human Resources,Married,No,No
30,1312,2,4,1,1,4968,3,9,7,Travel_Frequently,Research & Development,Technical Degree,Female,Research Scientist,Single,No,No
24,897,10,3,1,4,2145,3,2,2,Travel_Frequently,Human Resources,Medical,Male,Human Resources,Married,No,No
30,600,8,3,1,4,2180,2,4,2,Travel_Frequently,Human Resources,Human Resources,Female,Human Resources,Divorced,No,Yes
31,1003,5,3,2,3,8346,3,5,2,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Married,No,No
27,1054,8,3,1,4,3445,2,6,2,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,No,No
29,428,9,3,1,2,2760,3,2,2,Travel_Rarely,Sales,Marketing,Female,Sales Representative,Single,No,Yes
29,461,1,3,2,3,6294,4,3,2,Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Single,Yes,No
30,979,15,2,3,1,7140,3,7,7,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,No,No
34,181,2,4,1,4,2932,3,5,0,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,Yes,No
33,1283,2,3,2,2,5147,2,11,7,Non-Travel,Sales,Marketing,Female,Sales Executive,Single,No,No
49,1313,11,4,2,4,4507,4,5,1,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,No,No
33,211,16,3,3,1,8564,2,0,0,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,Yes,Yes
38,594,2,2,1,2,2468,2,6,1,Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Married,No,No
31,1079,16,4,3,3,8161,3,1,0,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,No,Yes
29,590,4,3,1,1,2109,3,1,0,Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,Divorced,No,No
30,305,16,3,2,3,5294,3,7,0,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,No,No
32,953,5,4,1,2,2718,3,7,7,Non-Travel,Research & Development,Technical Degree,Male,Research Scientist,Single,No,No
38,833,18,3,2,4,5811,3,1,0,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,Yes,No
43,807,17,3,1,3,2437,3,1,0,Travel_Frequently,Research & Development,Technical Degree,Male,Research Scientist,Married,Yes,Yes
42,855,12,3,1,2,2766,2,5,3,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,No,No
55,478,2,3,5,1,19038,3,1,0,Travel_Rarely,Research & Development,Medical,Male,Research Director,Married,No,No
33,775,4,3,2,2,3055,2,9,8,Non-Travel,Research & Development,Technical Degree,Male,Research Scientist,Divorced,No,No
41,548,9,4,1,1,2289,3,5,3,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,No,No
34,1375,10,3,2,3,4001,3,15,14,Non-Travel,Sales,Life Sciences,Male,Sales Executive,Divorced,Yes,No
53,661,1,4,4,3,12965,2,3,2,Non-Travel,Research & Development,Medical,Female,Manufacturing Director,Married,Yes,No
43,244,2,3,1,4,3539,3,9,7,Travel_Rarely,Human Resources,Life Sciences,Male,Human Resources,Single,No,No
34,511,3,2,2,4,6029,3,2,2,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,No,No
21,337,7,1,1,2,2679,3,1,0,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Single,No,Yes
38,1153,6,2,1,3,3702,3,5,4,Travel_Rarely,Research & Development,Other,Female,Laboratory Technician,Married,No,No
22,1294,8,1,1,1,2398,3,1,0,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,Yes,Yes
31,196,29,4,2,4,5468,3,12,7,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,No,No
51,942,3,3,3,3,13116,3,2,2,Travel_Rarely,Research & Development,Technical Degree,Female,Manager,Married,No,No
37,589,9,2,2,2,4189,3,5,2,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,No,No
46,734,2,4,5,4,19328,3,2,1,Travel_Rarely,Research & Development,Medical,Male,Research Director,Divorced,Yes,No
36,1383,10,3,3,1,8321,3,12,8,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,Yes,No
44,429,1,2,1,2,2342,2,5,3,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Divorced,Yes,Yes
37,1239,8,2,2,2,4071,2,10,0,Travel_Rarely,Human Resources,Other,Male,Human Resources,Divorced,No,No
35,303,27,3,2,4,5813,3,10,7,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,Yes,Yes
33,867,8,4,1,1,3143,3,10,8,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,No,No
28,1181,1,3,1,4,2044,4,5,3,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,No,No
39,1253,10,1,3,3,13464,3,4,3,Travel_Rarely,Research & Development,Medical,Male,Research Director,Single,No,No
46,849,26,2,2,2,7991,3,2,2,Non-Travel,Sales,Life Sciences,Male,Sales Executive,Single,No,No
40,616,2,2,1,1,3377,2,4,3,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,No,No
42,1128,13,3,2,1,5538,2,0,0,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,No,No
35,1180,2,2,2,4,5762,3,7,7,Non-Travel,Research & Development,Medical,Male,Manufacturing Director,Divorced,No,No
38,1336,2,3,1,2,2592,3,11,10,Non-Travel,Human Resources,Human Resources,Male,Human Resources,Divorced,No,No
34,234,9,4,2,1,5346,2,7,1,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,Yes
37,370,10,4,2,1,4213,1,10,3,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Single,No,Yes
39,766,20,3,2,4,4127,3,2,1,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Divorced,No,No
43,343,9,3,1,3,2438,2,3,2,Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Single,No,No
41,447,5,3,2,2,6870,1,3,2,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single,No,No
41,796,4,1,3,3,10447,4,22,14,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Divorced,Yes,No
30,1092,10,3,3,3,9667,3,7,7,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Single,No,No
26,920,20,2,1,2,2148,3,5,1,Travel_Rarely,Human Resources,Medical,Female,Human Resources,Married,Yes,Yes
46,261,21,2,2,2,8926,4,9,7,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Married,No,Yes
40,1194,1,3,2,4,6513,3,5,3,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Divorced,No,No
34,810,8,2,2,3,6799,3,10,8,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Married,No,No
58,350,2,3,4,2,16291,2,16,9,Non-Travel,Sales,Medical,Male,Manager,Divorced,No,No
35,185,23,4,1,3,2705,4,5,4,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,No,No
47,1001,4,3,3,2,10333,3,22,11,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Divorced,Yes,No
40,750,12,3,2,1,4448,3,7,4,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Divorced,No,No
54,431,7,4,2,4,6854,2,7,1,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,No,No
31,1125,7,4,3,1,9637,3,3,2,Travel_Frequently,Sales,Marketing,Female,Sales Executive,Married,No,No
28,1217,1,3,1,1,3591,3,3,2,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,No,No
38,723,2,4,2,4,5405,2,4,2,Travel_Rarely,Sales,Marketing,Female,Sales Representative,Married,Yes,No
26,572,10,3,2,4,4684,3,5,3,Travel_Rarely,Sales,Medical,Male,Sales Executive,Single,No,No
58,1216,15,4,4,3,15787,3,2,2,Travel_Frequently,Research & Development,Life Sciences,Male,Research Director,Married,Yes,No
18,1431,14,3,1,3,1514,1,0,0,Non-Travel,Research & Development,Medical,Female,Research Scientist,Single,No,No
31,359,18,5,1,1,2956,3,1,0,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Married,No,Yes
29,350,13,3,1,1,2335,3,2,2,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Divorced,Yes,Yes
45,589,2,4,2,3,5154,4,8,7,Non-Travel,Sales,Life Sciences,Female,Sales Executive,Married,No,No
36,430,2,4,2,2,6962,3,1,0,Travel_Rarely,Research & Development,Other,Female,Research Scientist,Married,Yes,No
43,1422,2,4,2,4,5675,3,7,7,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Married,No,No
27,1297,5,2,1,4,2379,2,5,4,Travel_Frequently,Research & Development,Life Sciences,Female,Laboratory Technician,Single,Yes,No
29,574,20,1,1,4,3812,4,11,8,Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Married,No,No
32,1318,10,4,2,4,4648,4,0,0,Travel_Frequently,Sales,Marketing,Male,Sales Executive,Single,No,No
42,355,10,4,1,3,2936,2,6,3,Non-Travel,Research & Development,Technical Degree,Male,Research Scientist,Married,No,No
47,207,9,4,1,3,2105,3,2,2,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Single,No,No
46,706,2,2,3,4,8578,2,9,8,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced,No,No
28,280,1,2,1,4,2706,3,3,2,Non-Travel,Human Resources,Life Sciences,Male,Human Resources,Divorced,No,No
29,726,29,1,2,3,6384,3,7,0,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,No,No
42,1142,8,3,1,3,3968,3,0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,No,No
32,414,2,4,2,2,9907,2,2,2,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,Yes,Yes
46,1319,3,3,4,1,13225,3,19,17,Travel_Rarely,Sales,Technical Degree,Female,Sales Executive,Divorced,No,No
27,728,23,1,2,3,3540,3,9,8,Travel_Rarely,Sales,Medical,Female,Sales Representative,Married,No,No
29,352,6,1,1,2,2804,3,1,0,Travel_Rarely,Human Resources,Medical,Male,Human Resources,Married,No,No
43,823,6,3,5,3,19392,3,16,12,Travel_Rarely,Research & Development,Medical,Female,Manager,Married,No,No
48,1224,10,3,5,2,19665,3,22,10,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,No,No
29,459,24,2,1,4,2439,2,1,0,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Single,Yes,Yes
46,1254,10,3,3,2,7314,3,8,7,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,No,Yes
27,1131,15,3,1,1,4774,2,7,6,Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Married,No,No
39,835,19,4,2,4,3902,3,2,2,Travel_Rarely,Research & Development,Other,Male,Research Scientist,Divorced,No,No
55,836,2,4,1,4,2662,4,5,2,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Married,No,No
28,1172,3,3,1,2,2856,3,1,0,Travel_Rarely,Sales,Medical,Female,Sales Representative,Married,No,No
30,945,9,3,1,4,1081,2,1,0,Travel_Rarely,Sales,Medical,Male,Sales Representative,Single,No,Yes
22,391,7,1,1,2,2472,3,1,0,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,Yes,Yes
36,1266,10,4,2,3,5673,3,10,9,Travel_Rarely,Sales,Technical Degree,Female,Sales Executive,Married,Yes,No
31,311,20,3,2,3,4197,3,10,8,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,No,No
34,1480,4,3,3,4,9713,3,5,3,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,Yes,No
29,592,7,3,1,1,2062,3,3,2,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,No,No
37,783,7,4,2,1,4284,3,5,3,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,Yes,No
35,219,16,2,2,2,4788,3,3,2,Travel_Rarely,Research & Development,Other,Female,Manufacturing Director,Married,Yes,No
45,556,25,2,2,4,5906,2,9,8,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,No,No
36,1213,2,1,2,4,3886,2,10,1,Travel_Frequently,Human Resources,Human Resources,Male,Human Resources,Single,No,No
40,1137,1,4,4,1,16823,3,19,7,Travel_Rarely,Research & Development,Life Sciences,Male,Manager,Divorced,No,No
26,482,1,2,1,3,2933,2,1,0,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,Yes,No
27,511,2,2,2,3,6500,2,8,7,Travel_Rarely,Sales,Medical,Female,Sales Executive,Single,No,No
48,117,22,3,4,4,17174,3,22,17,Travel_Frequently,Research & Development,Medical,Female,Manager,Divorced,No,No
44,170,1,4,2,1,5033,3,2,0,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,No,No
34,967,16,4,1,1,2307,3,5,2,Non-Travel,Research & Development,Technical Degree,Male,Research Scientist,Married,Yes,Yes
56,1162,24,2,1,4,2587,3,4,2,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,No,Yes
36,335,17,2,2,2,5507,1,4,2,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,No,No
41,337,8,3,2,2,4393,3,5,4,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,No,No
42,1396,6,3,3,1,13348,4,13,7,Travel_Rarely,Research & Development,Medical,Male,Research Director,Married,No,No
31,1079,10,2,2,4,6583,3,5,2,Travel_Rarely,Sales,Medical,Female,Sales Executive,Divorced,Yes,No
34,735,3,1,2,4,8103,2,4,2,Travel_Rarely,Sales,Medical,Female,Sales Executive,Married,Yes,No
31,471,4,3,1,3,3978,2,2,2,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Divorced,No,No
26,1096,6,3,1,4,2544,3,7,7,Travel_Frequently,Research & Development,Other,Male,Laboratory Technician,Married,No,No
45,1297,1,4,2,3,5399,3,4,2,Travel_Frequently,Research & Development,Medical,Male,Healthcare Representative,Single,No,No
33,217,10,4,2,3,5487,2,10,4,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,No,No
28,783,1,2,2,4,6834,3,7,7,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Married,Yes,No
29,746,24,3,1,1,1091,3,1,0,Travel_Frequently,Sales,Technical Degree,Male,Sales Representative,Single,No,Yes
39,1251,21,4,2,3,5736,3,3,2,Non-Travel,Sales,Life Sciences,Female,Sales Executive,Married,No,No
27,1354,2,4,1,2,2226,2,5,3,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Married,No,No
34,735,22,4,2,4,5747,3,15,10,Travel_Frequently,Research & Development,Other,Male,Research Scientist,Married,Yes,No
28,1475,13,2,2,3,9854,3,2,0,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,Yes,Yes
47,1169,14,4,2,2,5467,4,8,7,Non-Travel,Research & Development,Technical Degree,Male,Research Scientist,Married,No,No
56,1443,11,5,2,1,5380,3,0,0,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,No,No
39,867,9,2,2,1,5151,3,10,0,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,No,No
38,1394,8,3,2,2,2133,3,20,11,Travel_Frequently,Research & Development,Medical,Female,Research Scientist,Divorced,Yes,No
58,605,21,3,4,4,17875,2,1,0,Travel_Rarely,Sales,Life Sciences,Female,Manager,Married,Yes,No
32,238,5,2,1,3,2432,3,4,1,Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Single,Yes,Yes
38,1206,9,2,1,4,4771,4,5,2,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,No,No
49,1064,2,1,5,4,19161,3,5,4,Travel_Frequently,Research & Development,Life Sciences,Male,Research Director,Married,No,No
42,419,12,4,2,4,5087,3,0,0,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,Yes,No
27,1337,22,3,1,2,2863,3,1,0,Travel_Frequently,Human Resources,Human Resources,Female,Human Resources,Married,No,Yes
35,682,18,4,2,1,5561,1,5,3,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,No,No
28,1103,16,3,1,3,2144,2,5,3,Non-Travel,Research & Development,Medical,Male,Research Scientist,Single,No,No
31,976,3,2,1,1,3065,4,4,2,Non-Travel,Research & Development,Medical,Male,Research Scientist,Divorced,Yes,No
36,1351,9,4,1,2,2810,3,5,4,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,No
34,937,1,3,3,4,9888,2,14,8,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,No,No
34,1239,13,4,3,3,8628,2,8,7,Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,No,No
26,157,1,3,1,1,2867,2,7,7,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,No,No
